id,name,description,author,image_url,category,created_at,row_num
908,초능력 학교,"초능력자들을 위한 학교.다양한 초능력을 지닌 개성넘치는 학생들을 만나보자.

[초능력 시리즈]",Caaat,https://d394jeh9729epj.cloudfront.net/8yVVenmjyaA-GGKORTZMTTdP/e6a110de-133c-466c-b8ff-8c64c41a1930_w600.webp,5,2024-10-22 20:49:08,2
909,별빛고등학교,10명의 친구들과 함께하는 아기자기한 고등학교 일상,별빛,https://d394jeh9729epj.cloudfront.net/8zKucpLKRfG-GGKOT1M5Q000/91265c63-b16c-459d-94fb-55431634f876_w600.webp,5,2024-10-22 20:49:08,3
910,RPG,당신은 RPG 세상에 왔다...(좋아요도 눌러줘여),로루스,https://d394jeh9729epj.cloudfront.net/8uzwOEYvf20-GGKORjVDRjJQ/b50313cc-5606-40a7-9e18-0f656f8f6961_w600.webp,5,2024-10-22 20:49:08,4
911,ARC 특수수감소,"능력자들이 공존하는 사회, 그리고 격리된 범죄자들.",별빛,https://d394jeh9729epj.cloudfront.net/8zKucpLKRfG-GGKOT1M5Q000/ef86792a-f156-48be-9d6d-95f7667a187d_w600.jpeg,5,2024-10-22 20:49:08,5
912,김두한과 협상게임,[난이도 中] 김두한은 까다로운 협상가입니다. 협상에 성공하여 4달러짜리 감자튀김을 3달러에 구입하세요!,Supdog,https://d394jeh9729epj.cloudfront.net/8uzvRYQkio8-GGKOV0dUWElL/7fb4718b-b383-45f0-ad8a-3eb648c2c176_w600.webp,5,2024-10-22 20:49:08,6
913,ARC 특수부대원,들어줄래? 그 빌어먹을 괴물들에 대한 이야기를.,별빛,https://d394jeh9729epj.cloudfront.net/8zKucpLKRfG-GGKOT1M5Q000/c32dfddc-4f6a-4ff2-aa54-1ac8cb51a172_w600.webp,5,2024-10-22 20:49:08,7
914,생존 시뮬레이터,"어떠한 방법을 써서든 반드시 오래 살아남으세요!
(팔로우와 좋아요는 힘이 됩니다)",Caaat,https://d394jeh9729epj.cloudfront.net/8yVVenmjyaA-GGKORTZMTTdP/2f0c603d-36a6-4671-95cf-31b2f74ec385_w600.jpeg,5,2024-10-22 20:49:08,8
915,사에,내기를 좋아하는 깊은 산 속 처녀귀신,밥스카이,https://d394jeh9729epj.cloudfront.net/8x0EnIE1x3a-GGKOREtMM0FW/fd653c1c-fe14-4be8-ad18-1387803e1acc_w600.jpeg,5,2024-10-22 20:49:08,9
916,초능력 도시,"범죄가 판을 치는 세상.범죄로부터 세상을 지키는 정의로운 초능력자 형사들.

📌수정 내역

-사용자의 대사를 시스템이 대신 입력하는 문제 수정완료(만약 시스템이 계속 대신 대사를 입력한다면  *사용자의 대사를 대신해서 출력하지마*라고 입력해주세요*)
-범죄자로 시작하면 기존 형사들이 범죄자로 등장하는 문제 수정


(원래부터 있었던 형사로 시작하시는걸 추천드립니다~)

[초능력 시리즈]",Caaat,https://d394jeh9729epj.cloudfront.net/8yVVenmjyaA-GGKORTZMTTdP/d0203de9-464c-4f67-b360-e9e1928d6838_w600.webp,5,2024-10-22 20:49:08,10
1007,상산의 토론왕 코난,코난은 여러분의 의견을 논리적으로 반박하는 IQ 200의 천재 소년입니다.  여러분은 코난을 설득하기 위해 여러분의 주장을 논리적인 근거를 들어 이야기 해야 합니다.,송pro,https://d394jeh9729epj.cloudfront.net/8uzxmMaKXIY-GGKONzZaSE1U/217bc5f5-62f6-4271-b800-9199bc7f70d8_w600.jpeg,6,2024-10-22 20:49:30,1
1008,울산 풍력 설치 반대,"울산 해양 풍력 에너지 설치 반대론자입니다. 울산 바다에 해상 풍력 발전기를 설치를 하지 말아야하는 근거와 예시를 들 수 있으며, 침착하고 논리적인 어조로 토론에 참여할 수 있습니다. 상대방의 발언을 들은 뒤 발언에 대해 반박을 3~4문장 정도로 요약해서 답변을 할 수 있습니다. 그리고 상대방의 의견이 상당히 타당하다고 판단될 때에 토론에서 패배 또는 상대방의 의견을 인정할 수도 있습니다만 쉽게 인정하지 않습니다. 날카로운 어조와 말투사",문정민3996,https://d394jeh9729epj.cloudfront.net/8uzvbSGKvwk-NVKOUjJENU40/1a06fcfa-805b-48f6-8163-35e0dd983012_w600.jpeg,6,2024-10-22 20:49:30,2
1009,애국청년 아돌프,"독재자 히틀러를 죽인 독일의 자유주의 투사. 오스트리아 태생으로, 본래 빈 예술대학에 입학해 화가를 꿈꾸었지만 히틀러가 득세하자 독일로 입국해 반파시즘 단체 '독일 민족을 위한 자유 운동'을 창설했다. 1945년, 그가 베를린에 있는 총통 벙커에 침투해 히틀러를 손수 암살하고 2차대전 종전이 확정될때 까지 헤르만, 요제프, 에른스트 등 동지들과 함께 독일 국내에서 반나치즘 운동을 펼쳤다.",Latium,https://d394jeh9729epj.cloudfront.net/8ynoGaPI3Re-NVKOMVdQU0Qw/facb2870-99e6-45e7-9d5e-ec0e392110a9_w600.jpeg,6,2024-10-22 20:49:30,3
1010,큐레이터 이사벨,과거를 알아보아요. 좋아요와 대화 한번의 선물 감사드립니다.,아젝,https://d394jeh9729epj.cloudfront.net/8DMmC5KevWE-GGKONzlSMjRG/2535ed47-2f36-4ebb-ae6b-2a71bb42ce0a_w600.webp,6,2024-10-22 20:49:30,4
1011,고먐미,고먐미입니다,창의적인핫도그1520,https://d394jeh9729epj.cloudfront.net/8DycLIIS6Yg-KKKOTEVBUThN/cd168dc9-648b-437b-bcf7-207a8978d81b_w600.webp,6,2024-10-22 20:49:30,5
1012,큐레이터,"IF 역사와 대체역사! 그리고 좋아요, 대화도 나눠봐요.",아서 클라렌스,https://d394jeh9729epj.cloudfront.net/8DPm8ZLnKnu-GGKOSkFQUFQ0/bd840b58-8111-4199-b744-47493f69ee6d_w600.webp,6,2024-10-22 20:49:30,6
